flight_number,date_utc,year,rocket,payload_mass_kg,orbit,launch_site,reused,flights,gridfins,legs,landing_success,success,upcoming
430,2022-03-11T00:00:00.000Z,2022,Falcon 9,1573.4293941628896,PO,KSC LC 39A,False,1,True,True,True,True,False
431,2022-03-18T00:00:00.000Z,2022,Falcon 9,1797.3462325285154,SSO,CCSFS SLC 40,True,12,True,True,True,True,False
432,2022-03-19T00:00:00.000Z,2022,Falcon 9,318.99988149819376,SSO,CCSFS SLC 40,True,7,True,True,True,True,False
433,2022-03-19T00:00:00.000Z,2022,Falcon 9,4993.911035210178,GTO,CCSFS SLC 40,True,12,True,True,True,True,False
434,2022-03-22T00:00:00.000Z,2022,Falcon 9,3452.4575968846884,ISS,CCSFS SLC 40,True,9,True,True,True,True,False
435,2022-03-22T00:00:00.000Z,2022,Falcon 9,6299.965313716626,LEO,VAFB SLC 4E,True,10,False,False,,True,False
436,2022-03-23T00:00:00.000Z,2022,Falcon 9,14806.175509989815,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
437,2022-03-23T00:00:00.000Z,2022,Falcon 9,11031.501220049311,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
438,2022-03-24T00:00:00.000Z,2022,Falcon 9,8815.913980376388,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
439,2022-03-27T00:00:00.000Z,2022,Falcon 9,4982.303943880495,GTO,CCSFS SLC 40,False,1,True,True,False,True,False
440,2022-04-01T00:00:00.000Z,2022,Falcon 9,11631.93702044733,LEO,CCSFS SLC 40,True,9,True,True,True,False,False
441,2022-04-02T00:00:00.000Z,2022,Falcon 9,5857.510647681092,GTO,VAFB SLC 4E,False,1,False,False,,True,False
442,2022-04-04T00:00:00.000Z,2022,Falcon 9,1758.5529057280155,SSO,KSC LC 39A,True,4,True,True,True,True,False
443,2022-04-05T00:00:00.000Z,2022,Falcon Heavy,6700.662125362752,LEO,KSC LC 39A,True,7,True,True,True,True,False
444,2022-04-07T00:00:00.000Z,2022,Falcon 9,1817.9343297599485,PO,VAFB SLC 4E,True,10,True,True,True,True,False
445,2022-04-08T00:00:00.000Z,2022,Falcon 9,6937.414586999065,LEO,KSC LC 39A,True,7,True,True,True,True,False
446,2022-04-08T00:00:00.000Z,2022,Falcon 9,15077.096781475639,VLEO,CCSFS SLC 40,False,1,True,True,True,True,False
447,2022-04-09T00:00:00.000Z,2022,Falcon 9,,LEO,KSC LC 39A,True,7,True,True,True,True,False
448,2022-04-10T00:00:00.000Z,2022,Falcon 9,622.74542540944,LEO,VAFB SLC 4E,True,8,True,True,True,True,False
449,2022-04-10T00:00:00.000Z,2022,Falcon 9,1101.6858148754893,SSO,CCSFS SLC 40,True,4,True,True,True,True,False
450,2022-04-10T00:00:00.000Z,2022,Falcon 9,984.3522610381249,SSO,CCSFS SLC 40,True,9,True,True,True,True,False
451,2022-04-12T00:00:00.000Z,2022,Falcon 9,1502.8271799631048,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
452,2022-04-16T00:00:00.000Z,2022,Falcon 9,2775.059301391319,ISS,VAFB SLC 4E,False,1,True,True,True,True,False
453,2022-04-17T00:00:00.000Z,2022,Falcon 9,3345.146883388793,LEO,CCSFS SLC 40,True,11,False,False,,True,False
454,2022-04-21T00:00:00.000Z,2022,Falcon 9,2005.110290190445,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
455,2022-04-23T00:00:00.000Z,2022,Falcon 9,2050.8877351247,PO,VAFB SLC 4E,True,11,True,True,True,True,False
456,2022-04-23T00:00:00.000Z,2022,Falcon 9,4927.784909847015,GTO,CCSFS SLC 40,True,4,True,True,True,True,False
457,2022-04-25T00:00:00.000Z,2022,Falcon 9,,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
458,2022-05-01T00:00:00.000Z,2022,Falcon 9,5633.764385772548,GTO,CCSFS SLC 40,True,10,True,True,True,True,False
459,2022-05-03T00:00:00.000Z,2022,Falcon 9,2877.985476123864,LEO,KSC LC 39A,True,9,True,True,True,True,False
460,2022-05-04T00:00:00.000Z,2022,Falcon 9,9486.304755274663,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
461,2022-05-04T00:00:00.000Z,2022,Falcon 9,3350.045766776723,LEO,KSC LC 39A,False,1,True,True,True,True,False
462,2022-05-04T00:00:00.000Z,2022,Falcon 9,6111.418760529688,GTO,KSC LC 39A,True,6,True,True,True,True,False
463,2022-05-07T00:00:00.000Z,2022,Falcon 9,10586.216272021966,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
464,2022-05-07T00:00:00.000Z,2022,Falcon 9,7283.137109249732,GTO,CCSFS SLC 40,True,10,True,True,True,True,False
465,2022-05-08T00:00:00.000Z,2022,Falcon 9,6202.369862405794,GTO,KSC LC 39A,True,8,True,True,False,True,False
466,2022-05-13T00:00:00.000Z,2022,Falcon 9,1580.2810729883756,ISS,KSC LC 39A,True,10,False,False,,True,False
467,2022-05-15T00:00:00.000Z,2022,Falcon 9,1995.1239081432116,ISS,VAFB SLC 4E,True,3,True,True,True,True,False
468,2022-05-18T00:00:00.000Z,2022,Falcon 9,11696.614846532166,VLEO,VAFB SLC 4E,True,12,True,True,True,True,False
469,2022-05-20T00:00:00.000Z,2022,Falcon 9,6326.2644702535745,GTO,CCSFS SLC 40,True,2,True,True,True,True,False
470,2022-05-20T00:00:00.000Z,2022,Falcon 9,2247.9279649838973,ISS,VAFB SLC 4E,True,4,False,False,,True,False
471,2022-05-20T00:00:00.000Z,2022,Falcon 9,3399.8960783372863,ISS,CCSFS SLC 40,True,7,True,True,True,True,False
472,2022-05-21T00:00:00.000Z,2022,Falcon 9,19407.46735744924,LEO,VAFB SLC 4E,True,10,True,True,True,True,False
473,2022-05-21T00:00:00.000Z,2022,Falcon 9,1021.694261720347,SSO,CCSFS SLC 40,True,4,True,True,True,True,False
474,2022-05-24T00:00:00.000Z,2022,Falcon 9,4210.276097922798,MEO,CCSFS SLC 40,True,2,True,True,True,True,False
475,2022-05-28T00:00:00.000Z,2022,Falcon Heavy,2362.60901262817,ISS,KSC LC 39A,True,2,False,False,,True,False
476,2022-06-07T00:00:00.000Z,2022,Falcon 9,7119.699511365403,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
477,2022-06-11T00:00:00.000Z,2022,Falcon Heavy,962.9066920726306,SSO,KSC LC 39A,True,8,True,True,True,True,False
478,2022-06-11T00:00:00.000Z,2022,Falcon 9,1668.8862547916206,LEO,CCSFS SLC 40,True,12,True,True,True,True,False
479,2022-06-13T00:00:00.000Z,2022,Falcon 9,5198.569313005011,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
480,2022-06-19T00:00:00.000Z,2022,Falcon 9,11975.298060195923,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
481,2022-06-20T00:00:00.000Z,2022,Falcon 9,13170.414992850183,VLEO,CCSFS SLC 40,True,5,True,True,True,True,False
482,2022-06-21T00:00:00.000Z,2022,Falcon 9,4272.448175503791,GTO,KSC LC 39A,True,10,True,True,True,True,False
483,2022-06-28T00:00:00.000Z,2022,Falcon Heavy,12344.035815413281,LEO,KSC LC 39A,True,10,True,True,True,True,False
484,2022-07-05T00:00:00.000Z,2022,Falcon 9,3919.559756160992,MEO,KSC LC 39A,False,1,True,True,True,True,False
485,2022-07-05T00:00:00.000Z,2022,Falcon 9,6965.160504184728,LEO,KSC LC 39A,False,1,True,True,True,True,False
486,2022-07-06T00:00:00.000Z,2022,Falcon Heavy,50.0,LEO,KSC LC 39A,True,2,True,True,True,True,False
487,2022-07-09T00:00:00.000Z,2022,Falcon 9,1787.7532882543896,SSO,VAFB SLC 4E,False,1,True,True,True,True,False
488,2022-07-10T00:00:00.000Z,2022,Falcon 9,6629.866939437978,GTO,CCSFS SLC 40,True,5,True,True,False,True,False
489,2022-07-10T00:00:00.000Z,2022,Falcon 9,1297.2774395101078,LEO,VAFB SLC 4E,True,12,True,True,True,True,False
490,2022-07-12T00:00:00.000Z,2022,Falcon 9,8460.39650213987,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
491,2022-07-13T00:00:00.000Z,2022,Falcon 9,1878.0508150782057,ISS,KSC LC 39A,True,2,True,True,True,True,False
492,2022-07-13T00:00:00.000Z,2022,Falcon 9,14980.297098015173,LEO,KSC LC 39A,True,2,True,True,True,True,False
493,2022-07-14T00:00:00.000Z,2022,Falcon 9,15912.594287188684,VLEO,CCSFS SLC 40,False,1,True,True,True,True,False
494,2022-07-15T00:00:00.000Z,2022,Falcon 9,4605.866890833746,MEO,VAFB SLC 4E,True,7,True,True,True,True,False
495,2022-07-15T00:00:00.000Z,2022,Falcon 9,2170.7354256642775,ISS,KSC LC 39A,True,8,True,True,True,True,False
496,2022-07-22T00:00:00.000Z,2022,Falcon Heavy,1132.6044664177814,PO,KSC LC 39A,True,12,True,True,True,True,False
497,2022-07-23T00:00:00.000Z,2022,Falcon 9,3534.3362968743168,ISS,VAFB SLC 4E,True,12,True,True,True,True,False
498,2022-07-23T00:00:00.000Z,2022,Falcon 9,5458.8141415511745,GTO,CCSFS SLC 40,True,9,True,True,True,True,False
499,2022-07-24T00:00:00.000Z,2022,Falcon 9,12712.918787331913,LEO,CCSFS SLC 40,True,5,False,False,,True,False
500,2022-07-25T00:00:00.000Z,2022,Falcon 9,8854.263774586147,LEO,KSC LC 39A,True,2,True,True,True,True,False
501,2022-07-26T00:00:00.000Z,2022,Falcon 9,2191.375495049947,PO,CCSFS SLC 40,True,4,True,True,True,True,False
502,2022-07-27T00:00:00.000Z,2022,Falcon 9,5947.558631200598,GTO,KSC LC 39A,False,1,True,True,True,True,False
503,2022-08-01T00:00:00.000Z,2022,Falcon 9,12928.193365906687,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
504,2022-08-02T00:00:00.000Z,2022,Falcon 9,1633.279345529671,PO,KSC LC 39A,True,4,True,True,True,True,False
505,2022-08-05T00:00:00.000Z,2022,Falcon 9,3564.6677457295796,MEO,KSC LC 39A,True,8,True,True,True,True,False
506,2022-08-05T00:00:00.000Z,2022,Falcon 9,7668.2290447039995,LEO,VAFB SLC 4E,False,1,False,False,,True,False
507,2022-08-07T00:00:00.000Z,2022,Falcon 9,5709.5936006646025,GTO,VAFB SLC 4E,False,1,True,True,True,True,False
508,2022-08-11T00:00:00.000Z,2022,Falcon 9,2925.1144324658894,ISS,CCSFS SLC 40,True,12,False,False,,True,False
509,2022-08-13T00:00:00.000Z,2022,Falcon 9,6848.708942826987,LEO,KSC LC 39A,True,9,True,True,True,True,False
510,2022-08-15T00:00:00.000Z,2022,Falcon 9,6013.137429954742,GTO,KSC LC 39A,True,4,False,False,,True,False
511,2022-08-17T00:00:00.000Z,2022,Falcon 9,16007.650824881197,VLEO,KSC LC 39A,False,1,True,True,True,True,False
512,2022-08-17T00:00:00.000Z,2022,Falcon 9,15071.277486278463,LEO,KSC LC 39A,True,9,True,True,True,True,False
513,2022-08-21T00:00:00.000Z,2022,Falcon 9,6186.954291828051,GTO,CCSFS SLC 40,True,10,True,True,True,True,False
514,2022-08-23T00:00:00.000Z,2022,Falcon 9,16327.084552296892,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
515,2022-08-23T00:00:00.000Z,2022,Falcon 9,10122.652992781837,LEO,KSC LC 39A,True,7,False,False,,True,False
516,2022-08-26T00:00:00.000Z,2022,Falcon 9,8837.373021606341,LEO,CCSFS SLC 40,True,8,True,True,False,True,False
517,2022-09-02T00:00:00.000Z,2022,Falcon 9,6588.568632198598,GTO,KSC LC 39A,False,1,True,True,False,True,False
518,2022-09-04T00:00:00.000Z,2022,Falcon 9,9373.977293069114,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
519,2022-09-04T00:00:00.000Z,2022,Falcon 9,8889.79389520021,LEO,KSC LC 39A,False,1,True,True,True,True,False
520,2022-09-06T00:00:00.000Z,2022,Falcon Heavy,1560.2879374477138,ISS,KSC LC 39A,False,1,True,True,True,True,False
521,2022-09-09T00:00:00.000Z,2022,Falcon 9,15395.62047351099,VLEO,CCSFS SLC 40,False,1,False,False,,True,False
522,2022-09-12T00:00:00.000Z,2022,Falcon 9,12088.028819103989,VLEO,CCSFS SLC 40,False,1,True,True,True,True,False
523,2022-09-13T00:00:00.000Z,2022,Falcon 9,9268.233309883763,LEO,CCSFS SLC 40,True,2,True,True,True,True,False
524,2022-09-13T00:00:00.000Z,2022,Falcon 9,15167.211802022499,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
525,2022-09-13T00:00:00.000Z,2022,Falcon 9,,LEO,KSC LC 39A,True,12,True,True,True,True,False
526,2022-09-13T00:00:00.000Z,2022,Falcon 9,2641.018168153244,PO,CCSFS SLC 40,False,1,True,True,True,True,False
527,2022-09-18T00:00:00.000Z,2022,Falcon 9,3671.260128960667,GTO,KSC LC 39A,False,1,True,True,True,True,False
528,2022-09-20T00:00:00.000Z,2022,Falcon 9,1031.0460759558782,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
529,2022-09-21T00:00:00.000Z,2022,Falcon Heavy,5065.539326931016,LEO,KSC LC 39A,False,1,True,True,True,True,False
530,2022-09-22T00:00:00.000Z,2022,Falcon Heavy,4831.960026558119,GTO,KSC LC 39A,False,1,False,False,,True,False
531,2022-09-26T00:00:00.000Z,2022,Falcon 9,4237.742983193958,LEO,VAFB SLC 4E,True,3,True,True,True,True,False
532,2022-10-01T00:00:00.000Z,2022,Falcon 9,1750.8912317636964,SSO,CCSFS SLC 40,True,4,True,True,True,True,False
533,2022-10-01T00:00:00.000Z,2022,Falcon 9,,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
534,2022-10-02T00:00:00.000Z,2022,Falcon 9,,LEO,KSC LC 39A,True,3,True,True,True,True,False
535,2022-10-03T00:00:00.000Z,2022,Falcon 9,5618.5694743038375,GTO,VAFB SLC 4E,True,12,True,True,True,True,False
536,2022-10-05T00:00:00.000Z,2022,Falcon Heavy,1944.3531757897047,ISS,KSC LC 39A,False,1,True,True,False,True,False
537,2022-10-09T00:00:00.000Z,2022,Falcon 9,2561.8634184309512,LEO,KSC LC 39A,True,7,True,True,True,True,False
538,2022-10-09T00:00:00.000Z,2022,Falcon 9,11021.747878251115,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
539,2022-10-15T00:00:00.000Z,2022,Falcon 9,4109.230049024118,GTO,KSC LC 39A,True,2,True,True,False,True,False
540,2022-10-16T00:00:00.000Z,2022,Falcon 9,11485.226167394172,LEO,CCSFS SLC 40,True,9,True,True,True,True,False
541,2022-10-18T00:00:00.000Z,2022,Falcon 9,4073.3178640385127,LEO,VAFB SLC 4E,True,6,True,True,True,True,False
542,2022-10-20T00:00:00.000Z,2022,Falcon 9,18846.505199525338,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
543,2022-10-23T00:00:00.000Z,2022,Falcon 9,,LEO,KSC LC 39A,True,5,False,False,,True,False
544,2022-10-28T00:00:00.000Z,2022,Falcon 9,2162.141376112481,ISS,CCSFS SLC 40,True,10,True,True,True,True,False
545,2022-11-02T00:00:00.000Z,2022,Falcon 9,5682.886240054514,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
546,2022-11-03T00:00:00.000Z,2022,Falcon 9,4413.225329439069,GTO,KSC LC 39A,False,1,False,False,,True,False
547,2022-11-04T00:00:00.000Z,2022,Falcon 9,4539.250457918191,MEO,CCSFS SLC 40,True,5,True,True,True,True,False
548,2022-11-05T00:00:00.000Z,2022,Falcon 9,,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
549,2022-11-06T00:00:00.000Z,2022,Falcon 9,12608.444779284611,LEO,CCSFS SLC 40,True,6,True,True,True,True,False
550,2022-11-07T00:00:00.000Z,2022,Falcon 9,11519.85816782598,LEO,KSC LC 39A,False,1,True,True,True,True,False
551,2022-11-09T00:00:00.000Z,2022,Falcon 9,16077.970095815737,LEO,KSC LC 39A,True,12,True,True,True,True,False
552,2022-11-09T00:00:00.000Z,2022,Falcon 9,5521.323871997928,LEO,CCSFS SLC 40,True,11,True,True,True,True,False
553,2022-11-11T00:00:00.000Z,2022,Falcon 9,6186.3392853618025,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
554,2022-11-11T00:00:00.000Z,2022,Falcon 9,16032.266552960622,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
555,2022-11-14T00:00:00.000Z,2022,Falcon 9,6501.7001854418595,GTO,KSC LC 39A,True,5,True,True,True,True,False
556,2022-11-14T00:00:00.000Z,2022,Falcon Heavy,1403.6273159275383,PO,KSC LC 39A,False,1,False,False,,True,False
557,2022-11-15T00:00:00.000Z,2022,Falcon 9,4326.65560366464,MEO,CCSFS SLC 40,True,11,True,True,True,True,False
558,2022-11-21T00:00:00.000Z,2022,Falcon 9,50.0,LEO,KSC LC 39A,False,1,True,True,True,True,False
559,2022-11-21T00:00:00.000Z,2022,Falcon 9,2241.7991220498343,SSO,KSC LC 39A,True,9,True,True,True,True,False
560,2022-11-22T00:00:00.000Z,2022,Falcon Heavy,9640.405200649682,LEO,KSC LC 39A,True,12,False,False,,True,False
561,2022-12-09T00:00:00.000Z,2022,Falcon 9,11955.293124654017,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
562,2022-12-10T00:00:00.000Z,2022,Falcon 9,10301.811658636361,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
563,2022-12-11T00:00:00.000Z,2022,Falcon 9,13135.696862796663,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
564,2022-12-12T00:00:00.000Z,2022,Falcon 9,6286.89429023091,LEO,CCSFS SLC 40,True,3,True,True,True,True,False
565,2022-12-14T00:00:00.000Z,2022,Falcon 9,6795.167575137599,GTO,VAFB SLC 4E,True,9,True,True,True,True,False
566,2022-12-15T00:00:00.000Z,2022,Falcon 9,7082.995673360579,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
567,2022-12-15T00:00:00.000Z,2022,Falcon 9,6520.838186888113,LEO,KSC LC 39A,False,1,True,True,True,True,False
568,2022-12-18T00:00:00.000Z,2022,Falcon 9,,LEO,CCSFS SLC 40,True,7,True,True,True,True,False
569,2022-12-22T00:00:00.000Z,2022,Falcon 9,16964.288454771602,VLEO,KSC LC 39A,True,5,True,True,True,True,False
570,2022-12-23T00:00:00.000Z,2022,Falcon 9,3116.637865088265,ISS,CCSFS SLC 40,True,12,False,False,,True,False
571,2022-12-28T00:00:00.000Z,2022,Falcon Heavy,10317.248436823584,LEO,KSC LC 39A,True,3,True,True,True,True,False
572,2023-01-01T00:00:00.000Z,2023,Falcon 9,4289.07642120805,MEO,CCSFS SLC 40,True,11,False,False,,False,False
573,2023-01-01T00:00:00.000Z,2023,Falcon 9,6441.036865167051,LEO,KSC LC 39A,True,10,True,True,True,True,False
574,2023-01-02T00:00:00.000Z,2023,Falcon 9,,LEO,KSC LC 39A,True,12,True,True,True,True,False
575,2023-01-02T00:00:00.000Z,2023,Falcon 9,6821.887370189123,GTO,CCSFS SLC 40,True,9,True,True,True,True,False
576,2023-01-02T00:00:00.000Z,2023,Falcon 9,5984.744020572702,LEO,VAFB SLC 4E,True,10,True,True,True,True,False
577,2023-01-04T00:00:00.000Z,2023,Falcon 9,16074.946599709732,VLEO,VAFB SLC 4E,True,4,True,True,True,True,False
578,2023-01-04T00:00:00.000Z,2023,Falcon 9,1046.6434911116378,SSO,CCSFS SLC 40,True,10,True,True,True,True,False
579,2023-01-06T00:00:00.000Z,2023,Falcon 9,5244.526612615371,GTO,VAFB SLC 4E,True,6,True,True,True,True,False
580,2023-01-06T00:00:00.000Z,2023,Falcon 9,5358.805628932685,GTO,KSC LC 39A,True,12,True,True,True,True,False
581,2023-01-10T00:00:00.000Z,2023,Falcon Heavy,5689.600189952158,GTO,KSC LC 39A,True,3,True,True,True,True,False
582,2023-01-10T00:00:00.000Z,2023,Falcon 9,8034.822504897287,LEO,VAFB SLC 4E,False,1,True,True,True,True,False
583,2023-01-11T00:00:00.000Z,2023,Falcon 9,392.24418615797276,LEO,KSC LC 39A,True,8,True,True,True,True,False
584,2023-01-14T00:00:00.000Z,2023,Falcon 9,5750.558619285539,GTO,VAFB SLC 4E,True,9,True,True,True,True,False
585,2023-01-14T00:00:00.000Z,2023,Falcon 9,4362.699329843062,MEO,CCSFS SLC 40,True,2,True,True,True,True,False
586,2023-01-14T00:00:00.000Z,2023,Falcon 9,1324.1692779588705,PO,VAFB SLC 4E,True,8,True,True,True,True,False
587,2023-01-14T00:00:00.000Z,2023,Falcon 9,1016.6474089274614,SSO,CCSFS SLC 40,True,9,True,True,True,True,False
588,2023-01-16T00:00:00.000Z,2023,Falcon Heavy,15983.82000576696,LEO,KSC LC 39A,False,1,True,True,True,True,False
589,2023-01-17T00:00:00.000Z,2023,Falcon 9,14826.490736280824,VLEO,CCSFS SLC 40,True,7,True,True,True,True,False
590,2023-01-27T00:00:00.000Z,2023,Falcon 9,1119.8116820273683,SSO,KSC LC 39A,True,7,True,True,True,True,False
591,2023-01-27T00:00:00.000Z,2023,Falcon 9,6648.500836851775,GTO,CCSFS SLC 40,True,7,True,True,True,True,False
592,2023-01-28T00:00:00.000Z,2023,Falcon 9,7485.550243978636,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
593,2023-02-01T00:00:00.000Z,2023,Falcon 9,3440.0961979491076,PO,CCSFS SLC 40,True,5,True,True,True,True,False
594,2023-02-02T00:00:00.000Z,2023,Falcon 9,11407.032659035001,LEO,KSC LC 39A,False,1,True,True,True,True,False
595,2023-02-03T00:00:00.000Z,2023,Falcon 9,17233.157401725308,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
596,2023-02-04T00:00:00.000Z,2023,Falcon 9,4963.867052127935,GTO,KSC LC 39A,True,9,True,True,True,True,False
597,2023-02-05T00:00:00.000Z,2023,Falcon 9,4639.153767781274,GTO,CCSFS SLC 40,True,11,True,True,True,True,False
598,2023-02-05T00:00:00.000Z,2023,Falcon Heavy,6665.1570608839975,LEO,KSC LC 39A,True,8,True,True,True,True,False
599,2023-02-05T00:00:00.000Z,2023,Falcon 9,1053.3522388972945,SSO,VAFB SLC 4E,False,1,True,True,True,True,False
600,2023-02-05T00:00:00.000Z,2023,Falcon 9,1433.0888310986554,SSO,CCSFS SLC 40,False,1,True,True,True,True,False
601,2023-02-07T00:00:00.000Z,2023,Falcon 9,6659.305496047932,GTO,CCSFS SLC 40,True,7,True,True,True,True,False
602,2023-02-07T00:00:00.000Z,2023,Falcon 9,6726.030579547453,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
603,2023-02-08T00:00:00.000Z,2023,Falcon Heavy,5401.34591197043,LEO,KSC LC 39A,True,7,True,True,True,True,False
604,2023-02-09T00:00:00.000Z,2023,Falcon Heavy,943.3156155919717,SSO,KSC LC 39A,False,1,True,True,True,True,False
605,2023-02-12T00:00:00.000Z,2023,Falcon 9,1692.5226414969954,ISS,VAFB SLC 4E,True,2,True,True,True,True,False
606,2023-02-13T00:00:00.000Z,2023,Falcon 9,3132.351270426857,LEO,KSC LC 39A,True,6,True,True,True,True,False
607,2023-02-15T00:00:00.000Z,2023,Falcon 9,2253.482231516703,LEO,KSC LC 39A,False,1,True,True,True,True,False
608,2023-02-15T00:00:00.000Z,2023,Falcon 9,3064.6524112188536,MEO,KSC LC 39A,False,1,False,False,,True,False
609,2023-02-20T00:00:00.000Z,2023,Falcon 9,279.0877202975753,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
610,2023-02-20T00:00:00.000Z,2023,Falcon Heavy,5113.031092862335,MEO,KSC LC 39A,False,1,True,True,True,True,False
611,2023-02-20T00:00:00.000Z,2023,Falcon 9,3262.9212254756085,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
612,2023-02-22T00:00:00.000Z,2023,Falcon 9,6345.820402279162,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
613,2023-02-24T00:00:00.000Z,2023,Falcon 9,7400.376398179093,GTO,CCSFS SLC 40,True,6,True,True,True,True,False
614,2023-02-24T00:00:00.000Z,2023,Falcon 9,8774.140115512108,LEO,CCSFS SLC 40,False,1,True,True,True,True,False
615,2023-02-24T00:00:00.000Z,2023,Falcon 9,5287.34922806513,GTO,KSC LC 39A,True,5,True,True,False,True,False
616,2023-02-25T00:00:00.000Z,2023,Falcon 9,2215.603340049398,PO,VAFB SLC 4E,True,8,True,True,True,True,False
617,2023-02-25T00:00:00.000Z,2023,Falcon 9,6476.949141911384,LEO,CCSFS SLC 40,True,8,True,True,True,True,False
618,2023-02-28T00:00:00.000Z,2023,Falcon 9,12057.672865950604,LEO,KSC LC 39A,True,10,True,True,True,False,False
619,2023-03-02T00:00:00.000Z,2023,Falcon 9,4624.3611441190415,MEO,CCSFS SLC 40,False,1,True,True,True,True,False
620,2023-03-11T00:00:00.000Z,2023,Falcon 9,13095.421741463055,LEO,CCSFS SLC 40,True,4,True,True,True,True,False
621,2023-03-12T00:00:00.000Z,2023,Falcon 9,16566.737841075854,VLEO,KSC LC 39A,True,10,True,True,True,True,False
622,2023-03-14T00:00:00.000Z,2023,Falcon 9,9637.491517197079,LEO,VAFB SLC 4E,True,4,True,True,True,False,False
623,2023-03-14T00:00:00.000Z,2023,Falcon 9,235.905820965334,LEO,VAFB SLC 4E,True,6,True,True,True,True,False
624,2023-03-14T00:00:00.000Z,2023,Falcon Heavy,6601.447326625103,LEO,KSC LC 39A,True,3,True,True,True,True,False
625,2023-03-16T00:00:00.000Z,2023,Falcon 9,1273.5539811319566,PO,KSC LC 39A,False,1,True,True,True,True,False
626,2023-03-18T00:00:00.000Z,2023,Falcon 9,5535.724173937806,GTO,CCSFS SLC 40,False,1,True,True,True,True,False
627,2023-03-18T00:00:00.000Z,2023,Falcon 9,1138.2740752223517,LEO,CCSFS SLC 40,True,10,True,True,True,True,False
628,2023-03-18T00:00:00.000Z,2023,Falcon 9,1306.612893448793,PO,KSC LC 39A,True,10,True,True,True,True,False
629,2023-03-19T00:00:00.000Z,2023,Falcon 9,2062.5137530498546,PO,VAFB SLC 4E,True,3,True,True,True,True,False
630,2023-03-20T00:00:00.000Z,2023,Falcon 9,10866.299133891313,LEO,KSC LC 39A,True,8,True,True,True,True,False
631,2023-03-21T00:00:00.000Z,2023,Falcon 9,1211.4500002955156,PO,VAFB SLC 4E,True,12,True,True,False,True,False
632,2023-03-22T00:00:00.000Z,2023,Falcon Heavy,10161.504331466207,LEO,KSC LC 39A,True,6,True,True,True,True,False
633,2023-03-23T00:00:00.000Z,2023,Falcon 9,4740.458662663095,LEO,CCSFS SLC 40,True,5,True,True,True,True,False
634,2023-03-23T00:00:00.000Z,2023,Falcon 9,4069.9921922391477,GTO,CCSFS SLC 40,True,2,True,True,True,True,False
635,2023-03-24T00:00:00.000Z,2023,Falcon 9,2758.7098756235378,ISS,KSC LC 39A,True,7,True,True,True,True,False
636,2023-03-26T00:00:00.000Z,2023,Falcon Heavy,7857.868628540911,LEO,KSC LC 39A,True,8,True,True,True,True,False
637,2023-04-01T00:00:00.000Z,2023,Falcon 9,4839.781290849063,GTO,CCSFS SLC 40,True,6,False,False,,True,False
638,2023-04-02T00:00:00.000Z,2023,Falcon 9,7270.181778621401,GTO,CCSFS SLC 40,True,2,True,True,False,True,False
639,2023-04-03T00:00:00.000Z,2023,Falcon 9,3339.0661902301927,ISS,CCSFS SLC 40,True,11,True,True,True,True,False
640,2023-04-04T00:00:00.000Z,2023,Falcon 9,4755.959595555172,LEO,VAFB SLC 4E,True,9,True,True,True,True,False
641,2023-04-04T00:00:00.000Z,2023,Falcon 9,8231.995534962316,LEO,CCSFS SLC 40,True,9,True,True,True,True,False
642,2023-04-04T00:00:00.000Z,2023,Falcon 9,9930.344260072394,LEO,KSC LC 39A,True,2,True,True,True,True,False
